nom_pat,prenom_pat,date_naissance,sexe,telephone
Kane,Aminata,1946-03-16,f,783523586
Sarr,Ousmane,2003-09-26,m,773665478
Diop,Aminata,1982-11-21,f,772813832
Ndiaye,Aminata,1959-12-05,f,707899462
Ndiaye,Fatou,2005-02-24,f,782880344
Sow,Fatou,2010-05-27,f,708932363
Sy,Fatou,2015-09-26,f,767631522
Diallo,Khady,2020-03-29,f,770605559
Ndiaye,Khady,2007-06-09,f,780053808
Sy,Khady,1980-08-14,f,760614256
Diallo,Cheikh,1961-09-24,m,709632786
Gueye,Mamadou,1982-09-11,m,786732541
Sarr,Cheikh,1998-01-10,m,764298991
Gueye,Abdoulaye,1992-03-19,m,766158689
Gueye,Ousmane,1940-02-10,m,771845705
Faye,Aminata,1986-01-02,f,761189858
Kane,Ibrahima,1985-10-29,m,705457610
Ndiaye,Ousmane,1976-03-27,m,703353724
Sarr,Awa,1955-10-09,f,701146428
Fall,Awa,1991-09-20,f,779934506
Ndiaye,Oumar,1982-12-29,m,789936044
Sow,Khady,1986-06-02,f,768249773
Ba,Oumar,1953-03-17,m,761979249
Kane,Ousmane,2011-10-31,m,703133373
Diallo,Aminata,1994-03-01,f,767913618
Sarr,Mamadou,1965-08-14,m,769905074
Diallo,Mamadou,1940-12-21,m,767169049
Ba,Aminata,1945-11-27,f,787645953
Ndiaye,Khady,1957-02-10,f,789474886
Sow,Mariama,1960-08-13,f,772377581
Gueye,Mariama,1992-10-28,f,775389128
Ba,Moussa,2018-03-03,m,788962121
Kane,Mariama,1952-07-12,f,776148394
Diop,Ousmane,1980-08-15,m,760734826
Faye,Mamadou,2023-10-22,m,774130459
Faye,Fatou,2016-05-31,f,767472107
Diop,Cheikh,1990-04-17,m,769914826
Sow,Fatou,1962-07-15,f,789327982
Fall,Khady,1978-03-24,f,774660867
Diallo,Mariama,1961-01-03,f,775242255
Ndiaye,Mamadou,1995-08-06,m,770321765
Sarr,Aminata,1997-05-07,f,760889644
Faye,Cheikh,1983-06-04,m,780632242
Ndiaye,Moussa,2010-04-28,m,767745080
Diop,Ibrahima,1960-11-29,m,778983189
Diop,Ousmane,1974-05-09,m,763602945
Gueye,Mariama,1968-07-27,f,776854123
Faye,Moussa,1949-04-16,m,781825457
Ndiaye,Fatou,1947-08-14,f,706849025
Faye,Moussa,1999-03-14,m,773640584
Diallo,Abdoulaye,1985-04-29,m,700155469
Kane,Aminata,1997-11-21,f,777703853
Faye,Fatou,1971-05-09,f,768714208
Gueye,Khady,1961-10-08,f,761794838
Diop,Ousmane,1978-02-11,m,778346513
Sarr,Fatou,1974-10-07,f,784867343
Diop,Moussa,1990-07-24,m,787265357
Faye,Aminata,1960-03-21,f,772668621
Diallo,Khady,2011-07-04,f,707870600
Sy,Ousmane,1976-05-11,m,701936053
Diop,Aminata,1967-08-23,f,785756955
Sarr,Oumar,2016-04-26,m,783660233
Gueye,Awa,1983-08-02,f,778520356
Gueye,Awa,1979-02-26,f,786709008
Diop,Ibrahima,1993-05-15,m,772297042
Sy,Mariama,1975-06-04,f,773477298
Gueye,Mariama,1969-12-26,f,771953742
Ndiaye,Ousmane,2008-09-14,m,704809128
Fall,Fatou,1942-11-19,f,705303899
Fall,Oumar,2019-08-17,m,769215844
Kane,Moussa,2013-07-22,m,773425582
Sy,Cheikh,1995-06-20,m,701319724
Diallo,Awa,1994-12-20,f,764787326
Sarr,Awa,2015-12-20,f,770852918
Sow,Cheikh,1995-11-22,m,787320841
Ndiaye,Awa,1941-04-08,f,774541891
Kane,Oumar,1944-09-08,m,772711964
Sy,Fatou,1990-04-12,f,771219248
Ba,Mamadou,1983-03-28,m,708548845
Sy,Mariama,1979-09-25,f,788989022
Sarr,Awa,1982-06-22,f,703602605
Sy,Abdoulaye,1950-07-08,m,787072166
Kane,Mamadou,2013-06-06,m,773552106
Ndiaye,Oumar,1967-01-05,m,708275957
Sarr,Ibrahima,2017-02-22,m,707494882
Ba,Ousmane,1942-08-05,m,780404784
Sy,Aminata,1950-12-16,f,704897128
Fall,Oumar,1947-10-22,m,781141835
Fall,Oumar,1980-07-12,m,788605197
Ba,Ousmane,2014-12-07,m,768750817
Ba,Ibrahima,1973-05-03,m,783392377
Gueye,Ibrahima,1984-01-20,m,760187857
Sow,Cheikh,1953-02-18,m,707102457
Kane,Awa,1993-12-04,f,778391760
Sow,Khady,2012-12-11,f,772624811
Ba,Awa,1989-09-05,f,770703315
Kane,Cheikh,2020-07-20,m,789974733
Sow,Fatou,2013-07-10,f,769736394
Ba,Awa,2020-11-07,f,709622126
Gueye,Cheikh,1987-07-01,m,775225244
Ba,Cheikh,1956-04-01,m,764089782
Sarr,Ibrahima,1941-06-17,m,781988821
Gueye,Moussa,1972-05-09,m,772359445
Faye,Awa,1977-09-19,f,707985654
Fall,Ousmane,1960-07-28,m,768066956
Gueye,Aminata,1974-02-20,f,762745329
Faye,Ibrahima,1956-04-04,m,780381763
Diop,Abdoulaye,1971-01-02,m,784603395
Diallo,Fatou,1973-07-14,f,708101341
Kane,Awa,1980-03-02,f,705295015
Sy,Khady,1960-09-28,f,789790945
Ba,Fatou,1980-04-22,f,786446669
Gueye,Mamadou,2009-04-07,m,777444982
Kane,Cheikh,1958-07-14,m,704709618
Sy,Cheikh,1963-12-28,m,765554282
Faye,Khady,2009-11-08,f,775940234
Ndiaye,Oumar,1949-05-04,m,789171059
Sy,Aminata,1964-05-08,f,707678256
Sy,Abdoulaye,1959-04-08,m,783316662
Diallo,Moussa,2020-06-19,m,785961882
Faye,Fatou,1986-01-20,f,700669417
Kane,Mariama,1986-05-20,f,777526279
Sarr,Aminata,1955-12-01,f,768357978
Ba,Awa,1946-11-13,f,702881275
Faye,Mariama,1962-05-16,f,777800721
Diop,Ibrahima,2001-11-24,m,785625451
Sow,Abdoulaye,1954-12-30,m,779160724
Kane,Fatou,2022-08-03,f,786854782
Ndiaye,Aminata,2016-08-13,f,782389920
Sow,Oumar,2007-05-29,m,784104273
Diop,Aminata,1956-05-16,f,762726622
Sarr,Mariama,1978-03-16,f,780408526
Ba,Ousmane,2001-09-25,m,785982180
Sy,Mariama,2000-11-13,f,767800321
Sarr,Ibrahima,1972-07-13,m,767764313
Ndiaye,Fatou,1975-08-03,f,706388803
Faye,Ibrahima,2019-07-31,m,768375274
Sarr,Mariama,1990-03-19,f,783032951
Ba,Oumar,1961-07-30,m,762560270
Ndiaye,Mamadou,1983-03-14,m,773491767
Sarr,Cheikh,1949-12-27,m,705992138
Diallo,Fatou,2015-06-20,f,768576857
Kane,Ousmane,1957-05-13,m,701815748
Diop,Mamadou,2020-04-21,m,776451868
Ndiaye,Moussa,2002-10-20,m,704038211
Diop,Mariama,1950-10-20,f,703981596
Sy,Oumar,2008-02-24,m,707859513
Sy,Mariama,1969-09-12,f,702168694
Kane,Moussa,1995-11-04,m,770244304
Ndiaye,Ibrahima,2022-12-12,m,708751040
Diop,Ibrahima,1988-09-11,m,765534651
Gueye,Awa,1984-11-28,f,782112735
Diallo,Mariama,1947-07-06,f,785406013
Ba,Mamadou,1951-01-11,m,766364977
Faye,Cheikh,1960-06-28,m,769976802
Diop,Mariama,1948-02-29,f,776269743
Kane,Fatou,1948-01-09,f,761343137
Ndiaye,Aminata,1993-02-16,f,774072266
Ndiaye,Mamadou,1998-11-26,m,768463506
Ndiaye,Khady,1989-07-19,f,766617895
Ndiaye,Aminata,2011-07-02,f,770493133
Sy,Mariama,1999-08-31,f,782459685
Sarr,Ibrahima,1981-08-16,m,760505164
Diallo,Khady,1959-04-04,f,700330138
Kane,Awa,1982-11-14,f,773223316
Ba,Khady,1969-06-30,f,767956652
Ba,Ousmane,2004-11-29,m,706170869
Sy,Abdoulaye,1948-02-10,m,705178061
Faye,Moussa,1999-11-14,m,700006780
Gueye,Mamadou,1979-08-12,m,702263380
Sow,Cheikh,1968-04-29,m,784814680
Sow,Moussa,2021-08-20,m,766079490
Fall,Mamadou,1960-02-11,m,702334142
Diop,Moussa,1942-10-20,m,774525277
Sy,Ousmane,1973-11-22,m,784431870
Faye,Awa,2007-03-18,f,779414587
Kane,Abdoulaye,1946-02-26,m,706839132
Fall,Oumar,2017-07-02,m,773123235
Fall,Khady,2015-01-07,f,701619571
Diallo,Fatou,2004-11-14,f,785179709
Gueye,Cheikh,1944-10-14,m,704996151
Diop,Abdoulaye,1953-05-15,m,709050603
Fall,Fatou,1993-07-10,f,705106687
Kane,Mamadou,1949-07-05,m,763033224
Sy,Fatou,1968-07-07,f,776283042
Ndiaye,Cheikh,1965-08-31,m,786085396
Diallo,Fatou,2004-08-09,f,784285713
Faye,Ibrahima,1943-03-22,m,787873313
Gueye,Awa,1997-06-06,f,781667623
Faye,Fatou,2023-06-09,f,782642628
Fall,Mariama,1990-11-29,f,787592974
Ndiaye,Khady,1942-12-08,f,770005280
Gueye,Khady,1996-05-08,f,782783267
Ndiaye,Mariama,2000-05-31,f,789092183
Sarr,Aminata,1974-03-29,f,707251591
Sow,Mariama,2013-01-16,f,772173878
Ndiaye,Mariama,1963-12-09,f,769765260
Ba,Cheikh,1986-03-27,m,786929101
Fall,Abdoulaye,1944-03-08,m,789776123
Ndiaye,Moussa,2014-03-11,m,769911763
Faye,Ousmane,1969-06-20,m,776765481
Gueye,Cheikh,1958-11-06,m,703089565
Gueye,Khady,2001-12-15,f,708733643
Ba,Ousmane,1955-05-14,m,772380956
Sarr,Khady,1980-06-19,f,781680540
Gueye,Mariama,1972-09-09,f,766019546
Diop,Cheikh,2018-07-26,m,700925406
Ba,Aminata,1983-01-11,f,784513124
Sow,Ousmane,2019-09-30,m,781234685
Kane,Ousmane,2012-03-07,m,704782778
Gueye,Ibrahima,2017-07-05,m,777510466
Faye,Mariama,1989-03-11,f,703271314
Gueye,Fatou,2010-03-24,f,787975511
Sarr,Ousmane,1952-05-28,m,767569799
Sow,Moussa,2014-12-07,m,769779156
Diop,Cheikh,1992-06-03,m,780194050
Diop,Fatou,1970-06-29,f,785823090
Diop,Mamadou,1952-10-19,m,781664281
Gueye,Fatou,1979-11-17,f,705110707
Sy,Oumar,2017-08-19,m,778378801
Kane,Moussa,1947-07-01,m,702613564
Ba,Moussa,1979-04-13,m,709274212
Faye,Aminata,1948-08-03,f,775889078
Sy,Awa,1987-06-10,f,771559593
Diop,Abdoulaye,1977-03-27,m,704269460
Diallo,Moussa,1998-03-23,m,781904456
Ba,Awa,2019-01-09,f,782961836
Sy,Fatou,1992-09-08,f,783502351
Sy,Khady,2003-04-22,f,775718351
Ba,Cheikh,1988-10-23,m,770959882
Diallo,Fatou,1948-01-13,f,767490774
Fall,Aminata,1958-06-02,f,782718248
Diallo,Abdoulaye,2008-05-25,m,782307207
Ndiaye,Ibrahima,2023-01-07,m,785753457
Sarr,Oumar,2018-10-02,m,782122347
Diop,Fatou,1950-09-21,f,768008865
Faye,Mariama,1988-02-19,f,709420407
Ndiaye,Aminata,2005-10-26,f,776074299
Ndiaye,Cheikh,1986-10-17,m,706967830
Faye,Ibrahima,1954-01-07,m,770892774
Kane,Ousmane,1991-05-03,m,789004472
Gueye,Mariama,2002-02-06,f,775475075
Ndiaye,Moussa,2007-04-19,m,702296991
Fall,Oumar,1964-01-31,m,709812806
Diallo,Mariama,1976-07-02,f,771445465
Sy,Oumar,2001-10-30,m,760887118
Sarr,Awa,2011-07-17,f,701153630
Sarr,Khady,1983-12-10,f,785121297
Ndiaye,Mamadou,1950-09-25,m,761027609
Faye,Mariama,2017-04-20,f,703348107
Sarr,Ousmane,2019-04-09,m,781887823
Gueye,Fatou,2011-08-15,f,767360497
Sarr,Fatou,1999-04-28,f,703481502
Diallo,Awa,2013-06-19,f,778163140
Ndiaye,Khady,1979-04-11,f,767087167
Sarr,Abdoulaye,2017-05-22,m,777784137
Sy,Cheikh,2008-05-09,m,708996310
Kane,Oumar,1953-01-14,m,772620835
Sarr,Mariama,2022-05-22,f,762524017
Fall,Ibrahima,1989-07-16,m,767219844
Ndiaye,Moussa,1974-01-18,m,768968840
Sy,Fatou,2011-01-18,f,767344242
Sy,Awa,2010-02-22,f,707381635
Ndiaye,Oumar,1988-11-09,m,708068126
Kane,Ibrahima,1947-06-15,m,701570357
Gueye,Fatou,1948-11-23,f,776901989
Faye,Khady,1999-05-07,f,707230094
Diallo,Khady,2007-03-13,f,705022853
Ndiaye,Khady,1990-02-13,f,771446276
Gueye,Awa,1961-10-17,f,761002505
Ndiaye,Abdoulaye,1941-12-18,m,768973492
Kane,Oumar,1970-03-22,m,781498252
Diop,Khady,1978-11-30,f,781410204
Sy,Abdoulaye,1940-12-06,m,780401140
Faye,Oumar,2017-05-21,m,760956269
Sy,Fatou,2012-07-01,f,704576568
Sy,Cheikh,1949-09-30,m,789178869
Sarr,Oumar,1968-04-06,m,785959528
Faye,Aminata,2020-03-13,f,772940852
Diallo,Ousmane,1951-04-24,m,765885364
Diop,Mariama,2009-07-15,f,702514767
Faye,Mamadou,1982-08-23,m,775983059
Gueye,Abdoulaye,1940-01-18,m,787006802
Faye,Fatou,1968-08-16,f,702197071
Diallo,Abdoulaye,2008-01-12,m,762521331
Sow,Ousmane,1981-12-14,m,784749104
Fall,Fatou,1979-08-21,f,702940005
Fall,Mariama,2003-01-05,f,707071175
Fall,Khady,1942-06-28,f,700694341
Diop,Awa,1957-04-11,f,781145401
Sow,Khady,1963-02-23,f,763924832
Ba,Abdoulaye,2019-05-12,m,763064251
Diop,Aminata,1976-03-12,f,760410617
Sarr,Khady,2001-12-05,f,769988345
Ndiaye,Mariama,2017-06-17,f,771522756
Sow,Fatou,1942-02-26,f,703778494
Fall,Abdoulaye,1971-01-03,m,769510291
Sarr,Awa,1999-04-12,f,777875524
Sow,Awa,2016-02-06,f,772544105
Ndiaye,Awa,1959-05-07,f,772445278
Sarr,Fatou,1970-11-12,f,767255976
Faye,Awa,1963-11-16,f,770708035
Sow,Abdoulaye,1942-06-30,m,788819062
Ba,Awa,1955-10-29,f,769632564
Fall,Abdoulaye,1972-06-30,m,760498740
Diallo,Awa,1978-07-22,f,764456104
Gueye,Fatou,1964-07-28,f,701809570
Faye,Moussa,1985-10-08,m,785870880
Kane,Aminata,1982-02-10,f,762588057
Gueye,Mariama,1987-05-20,f,772385814
Kane,Mariama,2000-05-25,f,769923870
Faye,Khady,1944-11-23,f,701618967
Faye,Awa,1991-01-24,f,788683336
Sy,Oumar,1972-08-03,m,762907149
Gueye,Ousmane,1969-03-31,m,784536475
Ba,Abdoulaye,1974-10-09,m,779358587
Sy,Ibrahima,1974-07-01,m,708547034
Diop,Khady,1957-02-23,f,767797978
Kane,Mariama,1982-05-31,f,701707484
Kane,Awa,2023-05-03,f,768617232
Diop,Awa,1954-11-05,f,765318297
Gueye,Cheikh,2007-02-07,m,768698609
Sarr,Moussa,1954-09-04,m,760998771
Fall,Ibrahima,1949-01-29,m,702201650
Diop,Awa,1986-06-15,f,706048151
Faye,Moussa,1998-04-24,m,709150235
Sarr,Mamadou,2007-05-14,m,761298613
Sy,Moussa,1975-06-19,m,703028216
Sarr,Aminata,1943-02-13,f,706092496
Sow,Oumar,1957-06-24,m,768916616
Diop,Oumar,2011-05-31,m,709247904
Sy,Awa,1976-09-22,f,787021959
Faye,Cheikh,2000-02-21,m,782595048
Diop,Moussa,2014-03-19,m,771088332
Diallo,Mariama,2018-10-16,f,774812237
Ndiaye,Moussa,2018-04-12,m,780529633
Kane,Awa,1975-05-31,f,773477091
Sow,Abdoulaye,1954-05-14,m,784845345
Sarr,Cheikh,1957-10-27,m,784354272
Sow,Aminata,1989-07-19,f,775110344
Sy,Ibrahima,1946-03-03,m,781164262
Sarr,Mariama,1962-07-14,f,769700422
Ndiaye,Ibrahima,2004-03-16,m,773892044
Ba,Fatou,2010-01-01,f,709245544
Sy,Oumar,1960-04-27,m,787624277
Gueye,Aminata,1963-07-01,f,763846374
Faye,Fatou,1975-12-16,f,776406414
Kane,Ibrahima,1987-02-13,m,767732564
Diallo,Fatou,1948-07-11,f,780072675
Gueye,Khady,1964-04-27,f,704970598
Faye,Fatou,1974-03-31,f,788162225
Faye,Fatou,1944-09-04,f,708085022
Sy,Mariama,1975-07-29,f,776554097
Sarr,Aminata,1950-09-06,f,778733767
Sy,Oumar,2005-02-14,m,776794444
Gueye,Abdoulaye,2009-04-12,m,705669102
Ba,Aminata,1955-11-21,f,708642640
Gueye,Fatou,1968-11-10,f,783685650
Faye,Mariama,1961-10-12,f,704948103
Sy,Mamadou,1994-01-03,m,765521984
Sow,Oumar,1943-10-15,m,782662962
Sy,Abdoulaye,1958-06-01,m,760447937
Faye,Oumar,1975-05-11,m,789747900
Gueye,Mamadou,1994-10-14,m,704319250
Faye,Moussa,1949-08-06,m,703346892
Diallo,Ousmane,1985-11-06,m,760130292
Gueye,Awa,1978-05-23,f,789595906
Diallo,Abdoulaye,1946-05-25,m,787298607
Diallo,Ousmane,1976-11-06,m,771810416
Ndiaye,Awa,1952-09-19,f,763927133
Diallo,Awa,1965-05-19,f,775403500
Sow,Moussa,1988-03-29,m,780680872
Sow,Fatou,2010-10-28,f,780417153
Sy,Awa,1988-03-07,f,705157135
Ndiaye,Mariama,1985-04-13,f,767348874
Gueye,Khady,2004-03-10,f,786311850
Sarr,Ousmane,2004-01-03,m,705478765
Kane,Moussa,1975-08-16,m,764797439
Sy,Moussa,1976-04-29,m,770939470
Faye,Aminata,1985-01-31,f,765022165
Faye,Ousmane,2019-12-12,m,773219143
Faye,Oumar,1994-12-20,m,787986130
Diop,Abdoulaye,1973-11-06,m,787603779
Sow,Aminata,1990-08-19,f,768120336
Sy,Mamadou,1961-10-24,m,778731929
Ba,Fatou,1953-06-06,f,702454072
Kane,Fatou,2012-09-15,f,703186331
Ndiaye,Ousmane,2005-01-20,m,781141412
Fall,Awa,2014-01-08,f,788519978
Ba,Moussa,2007-05-28,m,707412735
Diallo,Abdoulaye,1971-11-22,m,772531750
Gueye,Mariama,1998-05-08,f,700130249
Sarr,Ibrahima,2013-01-04,m,765137694
Kane,Awa,1969-07-03,f,706944606
Diallo,Fatou,2013-04-27,f,705312019
Diallo,Mariama,1991-09-21,f,764396792
Fall,Abdoulaye,1999-03-02,m,700121796
Ndiaye,Awa,1990-03-16,f,789641749
Diallo,Khady,1941-11-25,f,766371124
Gueye,Ousmane,1940-04-05,m,760173332
Kane,Mamadou,1954-02-19,m,766660878
Kane,Cheikh,1967-12-01,m,705032740
Kane,Mamadou,1971-01-31,m,773544124
Ba,Aminata,1977-09-08,f,708782373
Ba,Fatou,2009-07-24,f,768583045
Gueye,Oumar,1988-04-20,m,764384627
Sarr,Aminata,2002-08-27,f,702668147
Sow,Fatou,2019-08-24,f,702919837
Gueye,Fatou,1944-09-17,f,777145753
Diop,Oumar,1978-04-25,m,789951708
Fall,Cheikh,1959-07-06,m,775676932
Gueye,Khady,1953-10-31,f,770831277
Sarr,Ibrahima,1980-08-19,m,778172556
Faye,Oumar,1946-01-02,m,763378702
Ndiaye,Aminata,1968-08-25,f,780404300
Ba,Mariama,1948-11-13,f,775562550
Sy,Khady,2008-11-14,f,703240582
Ndiaye,Mamadou,1947-01-31,m,763675922
Ndiaye,Awa,1941-04-02,f,780324633
Sow,Cheikh,1962-05-26,m,772708069
Ndiaye,Aminata,1949-01-16,f,764386574
Faye,Ibrahima,1977-05-28,m,700686410
Faye,Fatou,1963-08-21,f,777942466
Sarr,Moussa,1952-04-15,m,775568851
Diop,Mariama,1969-02-15,f,787725769
Kane,Abdoulaye,1972-12-21,m,771076545
Sarr,Abdoulaye,1997-07-22,m,777034561
Fall,Cheikh,2004-06-01,m,771833082
Diallo,Awa,1984-11-28,f,789250776
Faye,Mariama,2008-04-18,f,700914105
Fall,Ibrahima,2020-03-20,m,707664929
Fall,Abdoulaye,1975-04-17,m,762196405
Kane,Cheikh,1953-01-06,m,703211628
Ba,Cheikh,1994-10-11,m,782232440
Diop,Ibrahima,2021-10-09,m,764625804
Gueye,Mariama,1973-09-02,f,769899006
Gueye,Moussa,1992-09-07,m,781114588
Diop,Khady,1942-11-11,f,782724256
Sow,Ibrahima,2022-10-27,m,761223254
Fall,Fatou,1998-05-03,f,764710168
Diop,Abdoulaye,1997-03-02,m,706701854
Fall,Ousmane,1947-05-25,m,703772720
Ba,Oumar,1959-08-15,m,777420627
Diop,Aminata,1994-05-27,f,775266484
Kane,Awa,1995-05-23,f,769604316
Ndiaye,Moussa,1996-06-06,m,779543838
Diop,Khady,1946-05-21,f,778207374
Ndiaye,Aminata,1992-11-23,f,707446283
Sy,Khady,1984-12-11,f,782208503
Faye,Ibrahima,2016-07-10,m,786798380
Fall,Mamadou,1990-04-07,m,765875434
Sow,Mamadou,1975-03-13,m,708916759
Faye,Oumar,1941-10-14,m,786869042
Sarr,Cheikh,1959-06-13,m,775273023
Kane,Ibrahima,1991-07-04,m,702070568
Diallo,Ousmane,1975-03-26,m,785953696
Ba,Khady,1968-07-25,f,767832201
Gueye,Ousmane,1953-08-09,m,775035926
Fall,Ibrahima,1993-08-05,m,785527229
Diallo,Mariama,1979-08-07,f,766415134
Kane,Oumar,1971-11-17,m,709908387
Sow,Aminata,1966-07-25,f,761163604
Sarr,Ousmane,1977-02-22,m,789933704
Sy,Mamadou,2005-06-24,m,773301983
Diop,Mariama,1977-09-23,f,704829327
Faye,Ibrahima,1974-02-16,m,773572479
Sarr,Fatou,1974-09-29,f,764501156
Sy,Mariama,1992-11-21,f,768026615
Faye,Awa,2017-11-19,f,786385000
Faye,Mamadou,2004-05-03,m,776470460
Ba,Cheikh,1971-10-24,m,787716941
Diallo,Mamadou,2022-12-03,m,784973589
Sarr,Aminata,1970-12-14,f,707257359
Kane,Cheikh,1952-03-06,m,775017315
Sow,Mariama,1993-02-09,f,702354575
Sow,Khady,2004-10-07,f,705166360
Sow,Aminata,2003-10-26,f,788707767
Sy,Ousmane,2005-03-28,m,781277253
Kane,Fatou,1981-01-09,f,789304946
Gueye,Ibrahima,1941-01-23,m,761584557
Sarr,Ousmane,1996-05-30,m,778449866
Diallo,Cheikh,1958-05-07,m,783347903
Sarr,Khady,1973-05-02,f,784569294
Sow,Mamadou,1959-03-06,m,779856990
Faye,Fatou,1980-05-16,f,775672295
Diop,Cheikh,1995-12-05,m,702685485
Diop,Moussa,1967-03-23,m,701706422
Ba,Mamadou,2003-08-06,m,763903614
Faye,Fatou,2002-01-06,f,785379028
Sarr,Khady,1959-01-25,f,777966614
Sy,Fatou,1969-07-07,f,780480617
Ba,Abdoulaye,1958-08-02,m,778554350
Fall,Mamadou,2010-10-11,m,702105384
Ndiaye,Mamadou,1997-01-15,m,701250819
Kane,Moussa,2012-06-06,m,773505937
Kane,Ibrahima,2010-02-13,m,787720272
Kane,Abdoulaye,1975-12-19,m,771698995
Gueye,Fatou,1959-02-07,f,768885465
Kane,Mamadou,1974-02-18,m,785061137
Diallo,Aminata,2008-09-20,f,708464054
Sarr,Abdoulaye,1977-08-27,m,760149490
Sow,Ibrahima,2019-11-17,m,778152976
Fall,Aminata,2003-01-06,f,708521279
Faye,Mamadou,1951-04-18,m,700157642
Gueye,Moussa,1980-03-18,m,782083527
Diop,Cheikh,1961-11-22,m,785865534
Fall,Aminata,1974-06-22,f,767524736
Diop,Ibrahima,1972-12-05,m,781610489
Fall,Abdoulaye,1976-09-02,m,770646694
Sarr,Ibrahima,1989-08-10,m,764539513
Gueye,Abdoulaye,2009-08-05,m,780134577
Gueye,Moussa,1992-08-22,m,702018579
Ba,Awa,1942-01-28,f,768613965
Ndiaye,Moussa,1953-09-17,m,784307692
Ba,Fatou,1980-10-07,f,709467017
Kane,Awa,1982-03-21,f,703273988
Kane,Khady,1993-04-12,f,707702016
Ndiaye,Cheikh,1949-01-30,m,779027655
Sy,Khady,2016-11-15,f,782267785
Diallo,Mariama,1944-06-20,f,769506285
Diallo,Awa,2019-12-17,f,709844314
Sow,Mariama,2018-06-30,f,700397166
Faye,Mariama,1943-08-02,f,785038176
Sow,Mariama,1953-02-04,f,786201858
Sy,Oumar,1992-09-17,m,770216901
Ba,Ousmane,1972-03-16,m,781258461
Diallo,Oumar,1983-05-10,m,709028211
Sow,Abdoulaye,1967-10-14,m,778381743
Ndiaye,Awa,1942-07-29,f,702469676
Ba,Oumar,2011-05-23,m,774257176
Ndiaye,Ibrahima,1956-05-07,m,784832198
Sow,Oumar,2019-02-27,m,762340934
Sarr,Ousmane,1942-09-24,m,787004707
Kane,Mariama,1984-08-15,f,785574277
Kane,Moussa,2004-05-08,m,767407600
Diallo,Oumar,1941-09-29,m,705390236
Sarr,Fatou,1991-02-23,f,765429169
Diallo,Abdoulaye,2000-03-31,m,781458695
Sarr,Ibrahima,1965-12-25,m,768588424
Fall,Moussa,1981-01-09,m,707165047
Sy,Oumar,1971-01-21,m,788650054
Gueye,Ibrahima,2018-11-20,m,783366426
Kane,Khady,2019-04-07,f,782868219
Ba,Moussa,1995-10-15,m,768751744
Gueye,Khady,1974-04-22,f,703846643
Sow,Mariama,1984-12-03,f,768844716
Diallo,Ousmane,2006-10-20,m,783788667
Gueye,Oumar,2006-03-02,m,789174204
Sarr,Khady,1976-11-06,f,764108831
Sow,Ibrahima,1954-07-29,m,705628614
Ba,Oumar,2002-04-22,m,760984478
Ndiaye,Khady,2016-04-06,f,779683150
Ba,Awa,1947-05-22,f,787436611
Diallo,Aminata,2009-04-09,f,773445461
Gueye,Abdoulaye,2009-10-15,m,760545393
Ba,Cheikh,1992-11-28,m,766732815
Diop,Khady,1993-12-10,f,772931385
Faye,Oumar,1979-08-08,m,765757241
Ba,Mariama,2005-07-27,f,766511694
Ba,Cheikh,1964-12-20,m,784431767
Sy,Cheikh,1955-08-25,m,769272195
Ba,Abdoulaye,1985-02-12,m,701410630
Sarr,Awa,2011-06-12,f,766200071
Kane,Aminata,2004-04-25,f,783082834
Faye,Khady,1966-04-03,f,778690928
Diallo,Aminata,1994-08-31,f,770948123
Gueye,Mamadou,2009-06-10,m,786364282
Sow,Fatou,1954-07-21,f,707587159
Ba,Mariama,2006-12-19,f,772011223
Fall,Ousmane,1978-08-15,m,776525508
Fall,Mariama,1973-11-13,f,776371350
Fall,Ibrahima,1996-05-19,m,702602904
Sy,Fatou,2003-12-25,f,789866508
Sarr,Khady,1998-07-04,f,770336728
Diallo,Mariama,1981-12-18,f,787157301
Ndiaye,Oumar,1955-11-25,m,707216273
Sy,Ibrahima,1993-08-16,m,706202051
Gueye,Awa,1971-06-09,f,775494182
Sy,Cheikh,1971-09-12,m,775838763
Sow,Awa,1980-08-26,f,773336430
Sow,Oumar,1953-09-25,m,786192424
Sarr,Abdoulaye,2015-09-29,m,701778516
Diallo,Aminata,1963-11-07,f,762120436
Sarr,Fatou,1986-05-07,f,787592275
Gueye,Mariama,1953-02-16,f,760418456
Sarr,Ibrahima,1979-02-19,m,763643520
Ndiaye,Oumar,1946-03-30,m,705228988
Ndiaye,Cheikh,1967-12-17,m,780336181
Sy,Ibrahima,1998-01-09,m,709581937
Diallo,Moussa,2006-06-26,m,772828988
Faye,Aminata,1941-07-09,f,773370936
Kane,Fatou,2005-04-15,f,770498510
Diop,Oumar,1970-10-25,m,789564957
Sow,Fatou,2023-03-19,f,776963931
Sow,Abdoulaye,2015-11-11,m,778667872
Sy,Ousmane,1967-06-29,m,780715096
Kane,Cheikh,1940-06-12,m,785180134
Kane,Mariama,2023-05-31,f,761533184
Diallo,Cheikh,2020-08-03,m,708832935
Faye,Khady,2017-02-10,f,702989647
Sarr,Ousmane,2015-02-20,m,708037945
Ndiaye,Abdoulaye,1964-09-22,m,767807281
Faye,Awa,1969-12-24,f,774315330
Sarr,Aminata,2016-11-14,f,774291264
Fall,Ousmane,1942-07-23,m,770607371
Ndiaye,Ibrahima,1965-07-21,m,779568395
Gueye,Ibrahima,1979-09-06,m,761813999
