nom_med,prenom_med,specialite,id_user
Kane,Moussa,Gynecologie,6876
Diop,Awa,Dermatologie,9267
Sarr,Cheikh,Cardiologie,783
Sow,Aminata,Pediatrie,5216
Sow,Aminata,Pediatrie,1553
Faye,Fatou,Pediatrie,9280
Ba,Fatou,Chirurgie,8804
Ba,Khady,Gynecologie,9639
Diallo,Khady,Gynecologie,7302
Kane,Ousmane,Cardiologie,1230
Kane,Abdoulaye,Chirurgie,2846
Sow,Mariama,Dermatologie,5410
Kane,Mamadou,Medecine generale,9835
Diallo,Ibrahima,Dermatologie,667
Sow,Aminata,Medecine generale,8772
Diallo,Oumar,Cardiologie,5895
Kane,Mariama,Dermatologie,8413
Sow,Moussa,Dermatologie,7012
Diallo,Abdoulaye,Dermatologie,147
Sow,Ousmane,Medecine generale,6225
Kane,Cheikh,Dermatologie,4278
Ba,Ibrahima,Gynecologie,8771
Ba,Ibrahima,Gynecologie,2679
Sy,Khady,Gynecologie,2997
Ba,Ousmane,Medecine generale,9453
Diallo,Ibrahima,Pediatrie,8314
Diallo,Ibrahima,Pediatrie,4395
Faye,Khady,Pediatrie,303
Diop,Oumar,Cardiologie,4861
Kane,Mamadou,Medecine generale,6005
Diallo,Mariama,Dermatologie,9105
Gueye,Mamadou,Dermatologie,1351
Sow,Mamadou,Cardiologie,6205
Ba,Khady,Chirurgie,7737
Diop,Abdoulaye,Dermatologie,45
Sarr,Khady,Pediatrie,6917
Ndiaye,Fatou,Cardiologie,713
Sow,Abdoulaye,Cardiologie,4646
Sy,Aminata,Chirurgie,8701
Ndiaye,Aminata,Chirurgie,8807
Diop,Oumar,Gynecologie,1514
Faye,Abdoulaye,Gynecologie,4334
Sy,Cheikh,Cardiologie,1807
Faye,Aminata,Cardiologie,5488
Diop,Ibrahima,Cardiologie,1294
Diallo,Fatou,Gynecologie,5424
Kane,Mariama,Medecine generale,3643
Diallo,Awa,Gynecologie,8557
Ndiaye,Oumar,Medecine generale,8897
Diop,Cheikh,Pediatrie,7094
Ba,Aminata,Pediatrie,1606
Gueye,Mariama,Cardiologie,5749
Gueye,Moussa,Gynecologie,2751
Gueye,Ousmane,Medecine generale,841
Sarr,Awa,Gynecologie,7544
Kane,Oumar,Cardiologie,6143
Sarr,Khady,Medecine generale,5885
Faye,Awa,Dermatologie,8262
Kane,Mariama,Medecine generale,8343
Sarr,Ibrahima,Dermatologie,3759
Ndiaye,Fatou,Pediatrie,7049
Sow,Abdoulaye,Medecine generale,8331
Sow,Abdoulaye,Cardiologie,8627
Fall,Mamadou,Chirurgie,6625
Faye,Aminata,Pediatrie,8148
Ndiaye,Abdoulaye,Pediatrie,6719
Diallo,Aminata,Chirurgie,8539
Kane,Ibrahima,Pediatrie,3681
Fall,Ibrahima,Cardiologie,2555
Diallo,Awa,Cardiologie,1465
Diop,Fatou,Gynecologie,6490
Sarr,Abdoulaye,Dermatologie,6887
Diallo,Mariama,Pediatrie,79
Ndiaye,Fatou,Pediatrie,5939
Kane,Moussa,Chirurgie,5420
Diop,Mamadou,Cardiologie,6696
Sarr,Mariama,Gynecologie,8889
Kane,Fatou,Gynecologie,1779
Ndiaye,Ousmane,Medecine generale,8024
Diop,Fatou,Medecine generale,8448
Kane,Oumar,Pediatrie,9480
Diop,Fatou,Cardiologie,3112
Fall,Mamadou,Medecine generale,4415
Sow,Ibrahima,Medecine generale,4366
Ba,Ousmane,Cardiologie,5234
Fall,Ousmane,Medecine generale,4158
Diallo,Awa,Chirurgie,5973
Sow,Oumar,Pediatrie,5484
Kane,Fatou,Dermatologie,4348
Gueye,Aminata,Chirurgie,7656
Ba,Mariama,Pediatrie,8551
Ba,Ibrahima,Gynecologie,4513
Sow,Oumar,Cardiologie,3634
Sy,Awa,Chirurgie,6295
Ndiaye,Cheikh,Chirurgie,8520
Faye,Mamadou,Cardiologie,4560
Gueye,Aminata,Gynecologie,7189
Diallo,Moussa,Pediatrie,2430
Sy,Khady,Pediatrie,1705
Ndiaye,Khady,Dermatologie,3299
Sarr,Aminata,Gynecologie,407
Sow,Oumar,Dermatologie,4604
Sow,Ousmane,Pediatrie,3321
Kane,Oumar,Chirurgie,903
Diop,Ibrahima,Dermatologie,27
Diallo,Abdoulaye,Pediatrie,6506
Fall,Aminata,Dermatologie,9571
Sy,Awa,Cardiologie,8104
Gueye,Oumar,Gynecologie,7060
Diop,Mariama,Chirurgie,4442
Faye,Ousmane,Medecine generale,658
Faye,Moussa,Medecine generale,8912
Sow,Fatou,Cardiologie,5469
Diallo,Mamadou,Gynecologie,8269
Kane,Fatou,Gynecologie,9564
Faye,Abdoulaye,Pediatrie,3516
Kane,Oumar,Pediatrie,598
Diop,Moussa,Pediatrie,9957
Sow,Awa,Medecine generale,1133
Diallo,Mamadou,Dermatologie,1867
Ndiaye,Ousmane,Cardiologie,4329
Faye,Fatou,Cardiologie,2870
Kane,Mamadou,Dermatologie,3433
Fall,Aminata,Gynecologie,9438
Sow,Aminata,Pediatrie,3139
Diallo,Aminata,Pediatrie,8645
Gueye,Ibrahima,Gynecologie,8498
Ndiaye,Fatou,Chirurgie,8631
Gueye,Mariama,Cardiologie,5295
Ba,Awa,Chirurgie,2477
Sarr,Awa,Gynecologie,5829
Gueye,Awa,Cardiologie,7872
Sow,Cheikh,Pediatrie,7801
Diop,Mariama,Cardiologie,595
Sy,Awa,Chirurgie,9874
Sow,Ousmane,Cardiologie,3042
Gueye,Ousmane,Medecine generale,6652
Ba,Aminata,Cardiologie,3562
Fall,Mariama,Medecine generale,7233
Gueye,Cheikh,Medecine generale,1316
Faye,Khady,Dermatologie,5063
Gueye,Khady,Gynecologie,3852
Sarr,Khady,Chirurgie,3717
Sy,Oumar,Chirurgie,5133
Diallo,Cheikh,Cardiologie,3739
Gueye,Ousmane,Medecine generale,9281
Diallo,Moussa,Medecine generale,9656
Sy,Abdoulaye,Pediatrie,1987
Kane,Mariama,Gynecologie,4235
Diallo,Khady,Chirurgie,3436
Faye,Aminata,Pediatrie,1813
Diallo,Mariama,Pediatrie,8748
Sy,Ousmane,Pediatrie,9969
Fall,Fatou,Cardiologie,5139
Ndiaye,Khady,Pediatrie,2941
Ndiaye,Khady,Chirurgie,1119
Sow,Aminata,Gynecologie,4224
Kane,Oumar,Pediatrie,1405
Gueye,Mariama,Chirurgie,944
Fall,Khady,Cardiologie,6702
Sow,Cheikh,Cardiologie,1028
Kane,Aminata,Dermatologie,4455
Diop,Cheikh,Medecine generale,5668
Gueye,Abdoulaye,Dermatologie,1077
Diallo,Moussa,Cardiologie,6871
Fall,Mariama,Dermatologie,9513
Diop,Khady,Chirurgie,4122
Sarr,Cheikh,Dermatologie,3332
Gueye,Moussa,Medecine generale,7609
Gueye,Fatou,Pediatrie,7416
Sarr,Moussa,Dermatologie,2224
Sow,Khady,Dermatologie,3096
Diallo,Ibrahima,Chirurgie,8252
Diallo,Aminata,Chirurgie,7694
Kane,Khady,Cardiologie,2328
Ba,Oumar,Pediatrie,2287
Diallo,Khady,Medecine generale,6724
Sy,Khady,Medecine generale,865
Faye,Mamadou,Medecine generale,6768
Diallo,Aminata,Medecine generale,6377
Diallo,Aminata,Cardiologie,1094
Sow,Fatou,Cardiologie,1669
Fall,Fatou,Medecine generale,6489
Sow,Cheikh,Pediatrie,1144
Ndiaye,Aminata,Pediatrie,3017
Fall,Abdoulaye,Medecine generale,9029
Faye,Moussa,Chirurgie,6275
Ndiaye,Aminata,Pediatrie,9031
Fall,Ibrahima,Cardiologie,7075
Sow,Fatou,Pediatrie,5184
Ba,Aminata,Gynecologie,6144
Diallo,Aminata,Medecine generale,3734
Sy,Fatou,Cardiologie,9032
Diop,Mariama,Pediatrie,1929
Diallo,Oumar,Medecine generale,8967
Kane,Ibrahima,Dermatologie,3372
Sarr,Mamadou,Pediatrie,6470
Diallo,Cheikh,Cardiologie,782
Sow,Mariama,Chirurgie,6904
Gueye,Ibrahima,Gynecologie,3569
Fall,Khady,Chirurgie,1934
Faye,Ousmane,Cardiologie,4639
Fall,Cheikh,Medecine generale,2885
Diallo,Cheikh,Gynecologie,5909
Sow,Aminata,Chirurgie,6946
